f (Hz),Re(Z),Im(Z)
686.370849609375,368374.503866522,2676053.596292409
689.0625,371572.8004316336,2739869.658126236
691.754150390625,372853.4522673552,2815643.894055955
694.44580078125,388355.6171407466,2895161.663642687
697.137451171875,396796.807804473,2938463.137987886
699.8291015625,408876.4398694713,3032523.99503372
702.520751953125,405580.9731526814,3090236.981453332
705.21240234375,409545.3148601433,3157513.605251456
707.904052734375,415938.9136356281,3229090.230557411
710.595703125,409525.857937402,3304383.741947242
713.287353515625,432458.010985454,3379071.651845872
715.97900390625,429156.6660007225,3451029.487193207
718.670654296875,441678.5566184307,3516445.950127942
721.3623046875,459606.0216505818,3589448.890887983
724.053955078125,476733.1511782182,3650000.300952388
726.74560546875,470883.1327607281,3704343.979084991
729.437255859375,465425.6850733145,3783937.468352248
732.12890625,473454.9639851954,3851973.281045589
734.820556640625,463885.757738958,3919983.578318342
737.51220703125,458556.4141389174,3982346.227030504
740.203857421875,457079.5473020776,4070560.844330894
742.8955078125,459750.5970157334,4160270.733451172
745.587158203125,452373.4081872349,4218994.744037342
748.27880859375,467697.3248564111,4319246.855003664
750.970458984375,461136.3000784692,4393266.756626328
753.662109375,462879.3364741006,4468962.374721884
756.353759765625,484121.5084346425,4551081.636296659
759.04541015625,474917.456200215,4623980.182686701
761.737060546875,488339.8579736702,4713832.664553051
764.4287109375,487831.9055099554,4784723.507329002
767.120361328125,474850.9354255109,4876644.042282393
769.81201171875,480038.2125800542,4952895.733419053
772.503662109375,479441.006336547,5046968.082103179
775.1953125,459105.5689499176,5133795.547305776
777.886962890625,481571.1190513109,5225939.000901029
780.57861328125,490911.2703290787,5335949.508509045
783.270263671875,480103.4576210348,5430359.983367983
785.9619140625,496046.9352065102,5523802.410482896
788.653564453125,510154.4088131285,5625203.291574044
791.34521484375,521601.5597422456,5724389.838539653
794.036865234375,519581.7160877674,5821580.589713312
796.728515625,541454.3419601707,5917983.155837344
799.420166015625,558268.1031651392,6017028.197594838
802.11181640625,577481.7596937227,6118970.50177396
804.803466796875,605495.3851170208,6201023.666452664
807.4951171875,615073.8626591417,6302814.109909047
810.186767578125,630553.5613678693,6401608.467351454
812.87841796875,638693.7874105521,6487044.976099578
815.570068359375,657638.8731361749,6587972.300439529
818.26171875,666363.7834444556,6679642.326310476
820.953369140625,685314.7032966104,6789025.375359789
823.64501953125,695977.2367458203,6878277.406393217
826.336669921875,717035.1934477652,6978812.091351609
829.0283203125,707224.9236915841,7100649.620442984
831.719970703125,739663.7549261315,7199630.645344643
834.41162109375,775168.1674889049,7306082.581255133
837.103271484375,777917.8290575097,7411763.129937355
839.794921875,796790.3240997929,7506525.815097778
842.486572265625,827935.8024421877,7603896.651123899
845.17822265625,820976.8598569672,7705915.58315635
847.869873046875,840544.1466390253,7813357.064373505
850.5615234375,843784.9556440365,7911434.280059176
853.253173828125,846962.1967249741,8031013.238422007
855.94482421875,850628.6689578653,8146563.90790445
858.636474609375,854267.650510193,8273361.9122494
861.328125,870801.8591772781,8419826.715815036
864.019775390625,896904.9813698493,8528267.351245817
866.71142578125,917444.8446367986,8671323.866194475
869.403076171875,951560.7458094853,8812686.786018731
872.0947265625,966593.2526526146,8922354.305806076
874.786376953125,1002016.137263014,9056970.619996058
877.47802734375,1035692.599934168,9193800.105109353
880.169677734375,1053754.67443068,9325980.182764161
882.861328125,1074634.656447234,9444950.118375657
885.552978515625,1105371.829088812,9571077.410101214
888.24462890625,1134208.86872899,9726077.589553293
890.936279296875,1165924.996670448,9855211.950458769
893.6279296875,1210092.116122854,9991006.350915594
896.319580078125,1238878.711525166,10113574.67512456
899.01123046875,1277765.144908449,10247722.47258822
901.702880859375,1291513.38588782,10392589.61949056
904.39453125,1311295.786934133,10477448.51690507
907.086181640625,1341292.854616603,10630368.10748131
909.77783203125,1343751.493921886,10778266.82509601
912.469482421875,1336575.718422561,10920498.19219309
915.1611328125,1333015.227216713,11086113.91729568
917.852783203125,1341145.629907775,11272494.58697292
920.54443359375,1368613.571101864,11474088.84667953
923.236083984375,1402939.527123946,11650843.52924085
925.927734375,1430379.753208234,11847683.87780799
928.619384765625,1473781.395812576,12019360.75440844
931.31103515625,1518528.226227826,12240265.13171906
934.002685546875,1559749.367861608,12440275.45066634
936.6943359375,1599975.290232867,12625639.08072704
939.385986328125,1677846.633671581,12825769.74907439
942.07763671875,1715312.43420987,13026894.64083532
944.769287109375,1787349.916900943,13183610.10288683
947.4609375,1833881.430090037,13425607.23259048
950.152587890625,1866384.321750176,13615507.2434526
952.84423828125,1924964.376111563,13815704.65481052
955.535888671875,1974845.285868903,14035252.59279861
958.2275390625,2035313.817717955,14242399.57793139
960.919189453125,2077290.761228452,14454791.29086433
963.61083984375,2110188.139535743,14706375.71492177
966.302490234375,2167129.853880148,14933300.94128294
968.994140625,2226507.277776923,15230936.99432797
971.685791015625,2296018.376203631,15458564.01267159
974.37744140625,2392846.962666627,15750139.86050046
977.069091796875,2498484.889544324,16044065.67092766
979.7607421875,2606112.135398404,16265794.12166372
982.452392578125,2689259.432820661,16510471.6114812
985.14404296875,2754688.926310344,16788461.57134194
987.835693359375,2847871.778463809,17033132.66189428
990.52734375,2944817.066616597,17340512.89264324
993.218994140625,3034492.798081664,17645190.21407539
995.91064453125,3110024.901445597,17963907.54584457
998.602294921875,3227682.933836551,18287910.34798566
1001.2939453125,3347915.710287153,18607809.21543942
1003.985595703125,3440940.993049619,18957894.21988088
1006.67724609375,3592855.985129828,19267981.06819959
1009.368896484375,3747601.685532033,19622369.06885827
1012.060546875,3825842.573116453,19984265.66559592
1014.752197265625,4016491.057975743,20302256.17583884
1017.44384765625,4130939.554276755,20713531.05992938
1020.135498046875,4295884.335100989,21080107.22095108
1022.8271484375,4421704.571109019,21507909.46483585
1025.518798828125,4559285.44839638,21948749.46648929
1028.21044921875,4683145.529719744,22349581.97898865
1030.902099609375,4906283.66055669,22800905.36398804
1033.59375,5086980.174154711,23297157.03692895
1036.285400390625,5247857.193847314,23813781.74380412
1038.97705078125,5502884.075213458,24282457.78240164
1041.668701171875,5786492.832161003,24828251.55493251
1044.3603515625,5928680.569294915,25376503.84871395
1047.052001953125,6181457.774294734,25937417.87338619
1049.74365234375,6457413.810563157,26519885.65717277
1052.435302734375,6705879.667598374,27179001.53495513
1055.126953125,7077500.713942592,27845878.64550413
1057.818603515625,7417547.143172581,28528803.96052301
1060.51025390625,7890732.31659509,29264830.27208301
1063.201904296875,8281167.020727383,30006760.88853982
1065.8935546875,8805549.961749746,30652786.58040483
1068.585205078125,9335886.944381075,31355939.60051186
1071.27685546875,9804953.810079822,32178956.01656097
1073.968505859375,10369933.20742441,32930801.45113026
1076.66015625,10846820.57308411,33718023.30485348
1079.351806640625,11535407.29715395,34615427.33481254
1082.04345703125,11978626.07719834,35564793.3152135
1084.735107421875,12713614.38938472,36552932.70153823
1087.4267578125,13484785.04494061,37682615.69908617
1090.118408203125,14303032.60608938,38773786.70460538
1092.81005859375,15245804.77240533,39962091.3500292
1095.501708984375,16368058.42473014,41195787.39902916
1098.193359375,17479589.87662651,42510921.92262074
1100.885009765625,18869410.27730584,43810388.65636218
1103.57666015625,20252949.65820602,45268708.26661184
1106.268310546875,21634902.90546481,46562277.0186414
1108.9599609375,23467996.39526067,48254854.24159946
1111.651611328125,25585665.69117857,50016601.23707071
1114.34326171875,27845636.01604548,51178653.32399435
1117.034912109375,30355423.30401922,53055513.2888351
1119.7265625,33149129.56014834,54257485.61664148
1122.418212890625,36324307.85535767,55994983.8587991
1125.10986328125,39884073.39700296,57483669.59467112
1127.801513671875,44013810.38185415,59051362.80336376
1130.4931640625,48377262.92289421,60166788.57965843
1133.184814453125,53411574.81735267,60803672.39356818
1135.87646484375,59172597.98660891,61313848.70592443
1138.568115234375,65606436.9586084,61421517.32070357
1141.259765625,72515868.23881736,60703939.17764596
1143.951416015625,80052905.81253734,58602953.41009627
1146.64306640625,87480595.31624062,55944793.8731491
1149.334716796875,95508445.40569706,51668029.89953004
1152.0263671875,103763379.1754866,45112411.23399779
1154.718017578125,111044509.2214769,37782719.63276004
1157.40966796875,117338247.6294003,28142193.76171408
1160.101318359375,120857451.1885643,16047685.01091681
1162.79296875,123056810.5938269,4201271.064662451
1165.484619140625,122876363.1492978,-7790465.036591671
1168.17626953125,119407433.9318642,-20010216.87931717
1170.867919921875,114735028.2329494,-31110993.78847433
1173.5595703125,108382609.1917131,-40120003.24107797
1176.251220703125,100955950.7779503,-47100729.53857071
1178.94287109375,93054584.44297855,-52587765.2039592
1181.634521484375,84927688.81423129,-56644772.86323548
1184.326171875,77451966.33648881,-59282357.65258661
1187.017822265625,70205936.02384783,-60723592.97989345
1189.70947265625,63693907.81755393,-61282836.34016743
1192.401123046875,57475747.25235717,-61121055.83503223
1195.0927734375,51988113.44177762,-60457305.63194319
1197.784423828125,47207446.11969753,-59597426.06533669
1200.47607421875,42784797.05020231,-58345382.78186467
1203.167724609375,38874334.60861436,-56932636.78186703
1205.859375,35657468.50369689,-55728408.57268689
1208.551025390625,32395846.60857662,-53855513.74723531
1211.24267578125,29727586.11321705,-52386560.43661831
1213.934326171875,27294567.44701524,-50606944.47239086
1216.6259765625,25182675.00124332,-49296720.25038397
1219.317626953125,23144388.43150158,-47656091.8871271
1222.00927734375,21391936.71186249,-46205213.43204816
1224.700927734375,19940986.82911896,-44752447.43438177
1227.392578125,18524474.59367931,-43380939.88112593
1230.084228515625,17386972.84357804,-42026240.33186194
1232.77587890625,16100608.05620888,-40788913.41254872
1235.467529296875,15209507.03270668,-39704887.75522508
1238.1591796875,14248946.98780512,-38422580.71738283
1240.850830078125,13395908.33203158,-37367335.61054177
1243.54248046875,12644636.67097799,-36414601.47266638
1246.234130859375,11889542.07955265,-35383582.38235907
1248.92578125,11353621.35981198,-34456417.87815705
1251.617431640625,10660961.54171826,-33522094.22177734
1254.30908203125,10084429.95360713,-32672263.14236655
1257.000732421875,9582634.883283302,-31944385.8236656
1259.6923828125,9115091.991334183,-31130954.43233236
1262.384033203125,8712632.523301456,-30373070.06450596
1265.07568359375,8275761.654324236,-29634315.68717863
1267.767333984375,7882551.554541405,-28883135.82262717
1270.458984375,7481945.902270397,-28279756.63706682
1273.150634765625,7131422.639995539,-27626494.04171941
1275.84228515625,6864039.559438469,-27007677.64445911
1278.533935546875,6571765.691547134,-26418139.56410931
1281.2255859375,6272904.540609282,-25830526.24464844
1283.917236328125,6046046.418008197,-25308138.09623287
1286.60888671875,5770120.286360522,-24824354.80409138
1289.300537109375,5540445.537359034,-24281607.00553043
1291.9921875,5297373.040480741,-23773080.10800469
1294.683837890625,5075857.659683736,-23348981.85788606
1297.37548828125,4825544.934269422,-22833251.71540076
1300.067138671875,4631485.46506048,-22389443.52275477
1302.7587890625,4458706.65652076,-21929622.46302886
1305.450439453125,4243227.945214531,-21461475.3785388
1308.14208984375,4166007.294430982,-21042159.43774952
1310.833740234375,4015869.38988194,-20637464.14239361
1313.525390625,3877059.907590584,-20221623.18807049
1316.217041015625,3779415.466045604,-19815519.83514295
1318.90869140625,3675270.443811078,-19442639.12871397
1321.600341796875,3527218.845711625,-19093806.9079507
1324.2919921875,3430294.673742444,-18764469.74986131
1326.983642578125,3316632.338986573,-18441387.62412883
1329.67529296875,3264786.107656631,-18093599.50520936
1332.366943359375,3158575.294662243,-17779834.22519493
1335.05859375,3110645.965863673,-17464027.13398796
1337.750244140625,3024944.550588032,-17175367.57028101
1340.44189453125,2919939.218507895,-16919014.80394591
1343.133544921875,2853955.813548694,-16652817.1388708
1345.8251953125,2812789.632782931,-16403712.85305272
1348.516845703125,2720157.045782711,-16165634.40525856
1351.20849609375,2654689.807047523,-15916321.70052042
1353.900146484375,2554317.055999695,-15679742.79990657
1356.591796875,2495019.615059042,-15427292.13841644
1359.283447265625,2433405.425959182,-15193451.32302292
1361.97509765625,2372437.969382171,-14952582.90586545
1364.666748046875,2292770.527149635,-14746016.64070633
1367.3583984375,2237970.994587204,-14526890.98511906
1370.050048828125,2178448.439574186,-14281556.02830896
1372.74169921875,2145938.093762495,-14107930.76572325
1375.433349609375,2078413.708469307,-13917785.88981325
1378.125,1991696.90856932,-13726804.90549658
1380.816650390625,1945184.499256372,-13547685.68030052
1383.50830078125,1887035.094962862,-13337157.32313747
1386.199951171875,1827408.699619991,-13134649.17911983
1388.8916015625,1771107.276649603,-12951081.3980089
1391.583251953125,1724775.926854483,-12776410.0752179
1394.27490234375,1679176.446641499,-12604390.19401695
1396.966552734375,1640161.384761086,-12462110.18750426
1399.658203125,1577992.212499961,-12302899.37794513
1402.349853515625,1493049.086359864,-12179681.00865272
1405.04150390625,1437239.833228773,-12018777.88382933
1407.733154296875,1323952.809755764,-11861765.61944938
1410.4248046875,1217790.552340402,-11709187.95701662
1413.116455078125,1109637.802660283,-11507392.55841946
1415.80810546875,1013358.468934002,-11306951.59053349
1418.499755859375,933641.2816514473,-11065918.55325957
1421.19140625,889675.9210613477,-10831207.1254202
1423.883056640625,853435.8321806416,-10615796.33252826
1426.57470703125,838854.9928607822,-10414130.75385298
1429.266357421875,827507.6581394768,-10205118.94113644
1431.9580078125,830744.1683503018,-9985207.577678196
1434.649658203125,841432.9936491833,-9811522.408036705
1437.34130859375,850126.6405640559,-9639272.723516433
1440.032958984375,886420.7598316299,-9479016.516197095
1442.724609375,894559.0236392593,-9357629.911245745
1445.416259765625,896822.2945037703,-9224201.383888297
1448.10791015625,912041.629914891,-9094262.982930724
1450.799560546875,901636.207912653,-8952858.90254502
1453.4912109375,899370.3902797406,-8844636.281520462
1456.182861328125,880501.8252872741,-8716346.649272772
1458.87451171875,862785.3859764884,-8589406.856279699
1461.566162109375,867080.3484840083,-8475040.686136575
1464.2578125,875096.2254570966,-8329980.374991436
1466.949462890625,866153.5518258136,-8206577.178700023
1469.64111328125,851716.8615156061,-8106307.215533202
1472.332763671875,838722.0657359901,-7995501.436543564
1475.0244140625,839834.6746282316,-7867617.018184255
1477.716064453125,836296.6323345505,-7774557.890649773
1480.40771484375,827326.1602370314,-7670796.078725643
1483.099365234375,794648.6860544014,-7542499.489609521
1485.791015625,811426.1043930105,-7444053.883649309
1488.482666015625,799647.0608952933,-7346235.922684785
1491.17431640625,791119.2699803723,-7253453.55260958
1493.865966796875,783531.8595304127,-7130359.659062665
1496.5576171875,771569.0111464437,-7033195.726331739
1499.249267578125,766908.6257570627,-6952714.525841286
1501.94091796875,767831.0090483269,-6820716.24703326
1504.632568359375,739692.4784170936,-6749371.493281647
1507.32421875,722023.1899323533,-6642398.771873011
1510.015869140625,721551.7075998761,-6533068.538282602
1512.70751953125,714699.5588845356,-6462733.805651406
1515.399169921875,717121.6164097773,-6348136.198627517
1518.0908203125,702842.3910668644,-6247501.228047055
1520.782470703125,696928.0276199367,-6165107.248753124
1523.47412109375,685691.0277244993,-6067697.63492396
1526.165771484375,671321.04659643,-5978123.617592731
1528.857421875,674586.2251003357,-5888981.212774999
1531.549072265625,652306.1035023163,-5807840.165352398
1534.24072265625,654916.8907545154,-5716425.417339289
1536.932373046875,631355.2965413401,-5618959.904100793
1539.6240234375,622398.3111455702,-5531398.334171886
1542.315673828125,626338.1430863165,-5440755.927618304
1545.00732421875,621870.9418008206,-5353333.741970273
1547.698974609375,598389.3582591501,-5256038.027037491
1550.390625,605975.0527288486,-5191044.746250246
1553.082275390625,599000.2335321392,-5096459.660809208
1555.77392578125,601190.5744596069,-5015927.111363206
1558.465576171875,585260.2411564807,-4933960.205008412
1561.1572265625,590586.8472255175,-4849963.208875333
1563.848876953125,573646.7420050849,-4757605.160854415
1566.54052734375,574534.2470162135,-4687592.934218652
1569.232177734375,572407.2597371429,-4605082.501478245
1571.923828125,559627.5421718317,-4519922.440871593
1574.615478515625,556540.6246362997,-4444789.133859535
1577.30712890625,557683.4985582437,-4366065.638021377
1579.998779296875,554533.2529080603,-4285271.045559905
1582.6904296875,542127.0496135526,-4209791.619402508
1585.382080078125,538900.3228880726,-4130833.302333956
1588.07373046875,535815.8811284385,-4060136.139564537
1590.765380859375,530026.9642337105,-3985799.946451466
1593.45703125,527890.2362578152,-3908005.863175224
1596.148681640625,518721.630296662,-3832227.521567927
1598.84033203125,518893.9799594661,-3758244.946707192
1601.531982421875,505360.4880757236,-3678380.828330062
1604.2236328125,507330.96878558,-3605252.602761166
1606.915283203125,509093.8578417782,-3533643.397732994
1609.60693359375,500230.0133251632,-3456124.496812196
1612.298583984375,492520.1947368353,-3378067.090865455
1614.990234375,488040.1395842304,-3303644.224108529
1617.681884765625,489587.9089506745,-3234156.556909726
1620.37353515625,487354.0619621148,-3161801.215729059
1623.065185546875,489138.3487061603,-3085596.514034693
1625.7568359375,485621.404458585,-3016419.452084399
1628.448486328125,480237.8456175062,-2944050.943737622
1631.14013671875,477596.1998194868,-2875375.268622447
1633.831787109375,475153.0024999469,-2801199.827800351
1636.5234375,476087.2238775468,-2736511.72341191
1639.215087890625,474123.7761276983,-2668773.735701069
1641.90673828125,471637.5754317478,-2595137.558118367
1644.598388671875,467263.49460828,-2523742.025670791
1647.2900390625,470817.7831927122,-2455676.161243292
1649.981689453125,467159.8281919962,-2389382.030792614
1652.67333984375,470018.4011114369,-2320182.199324584
1655.364990234375,466035.0891933221,-2253976.628950474
1658.056640625,465246.119879739,-2185283.07082233
1660.748291015625,467190.3469545197,-2117711.168976821
1663.43994140625,461753.4876570347,-2052112.699361179
1666.131591796875,463673.3058591467,-1986135.1762605
1668.8232421875,461634.8308511762,-1916766.393467059
1671.514892578125,461638.4443300731,-1854352.040526508
1674.20654296875,463283.7677676774,-1788185.369503164
1676.898193359375,459249.1725338213,-1719874.613761217
1679.58984375,462383.906685601,-1654000.176997607
1682.281494140625,458935.4084744432,-1590003.155194023
1684.97314453125,458075.0565436434,-1525647.851843938
1687.664794921875,458104.02370944,-1460292.809342053
