f (Hz),Re(Z),Im(Z)
680.987548828125,225321.3515727127,3091787.263321348
683.67919921875,233402.3872726306,3199795.580271748
686.370849609375,219233.0056345278,3318547.614313233
689.0625,229594.9204710084,3433030.119713842
691.754150390625,225115.5871809704,3566781.665349959
694.44580078125,229748.6933458089,3718502.167110405
697.137451171875,242707.6012589344,3877529.393609547
699.8291015625,267934.5316231661,4041241.951847851
702.520751953125,302043.1272391693,4209816.913388087
705.21240234375,334611.0015851327,4386120.346605945
707.904052734375,380644.5265274904,4567016.130807368
710.595703125,438313.7034641976,4735427.669110705
713.287353515625,473490.2208837335,4910260.818646177
715.97900390625,517155.7906383135,5101692.541440108
718.670654296875,548543.7226043516,5330994.908105061
721.3623046875,577169.8716784413,5559357.000475596
724.053955078125,615096.7301387596,5818614.961355286
726.74560546875,678753.0084754998,6111942.504673854
729.437255859375,716930.7315082013,6415624.932855397
732.12890625,768372.6419462127,6752446.052512712
734.820556640625,839387.3223826753,7128661.297882467
737.51220703125,940805.4771948913,7563219.615398199
740.203857421875,1061691.593640106,8042135.753943631
742.8955078125,1208617.721736159,8574213.155604016
745.587158203125,1399395.739545063,9162287.869209541
748.27880859375,1609134.149336704,9809754.57482223
750.970458984375,1892200.300019803,10523807.23081743
753.662109375,2225250.260331537,11340744.66731476
756.353759765625,2662605.533826336,12305201.65691625
759.04541015625,3163782.845130657,13428068.09311674
761.737060546875,3826236.201972848,14744250.84312943
764.4287109375,4800410.03476058,16346144.55892083
767.120361328125,6125620.73072629,18226429.1710569
769.81201171875,8058766.97845291,20546089.13534251
772.503662109375,10913324.00981169,23365506.67288518
775.1953125,15585274.02612926,26453738.28435326
777.886962890625,23199064.81478763,29404643.74446761
780.57861328125,35333753.17755787,29612272.9359124
783.270263671875,50824756.94034408,21062907.58707773
785.9619140625,59385998.63395244,379220.9883976491
788.653564453125,50997947.22151231,-20657952.43262193
791.34521484375,35551362.39630594,-28952522.92428025
794.036865234375,23505332.43864536,-28782442.45684181
796.728515625,15922169.0438708,-26180582.11182958
799.420166015625,11301766.21359495,-23080321.73060728
802.11181640625,8386482.493825219,-20325190.233753
804.803466796875,6475818.03922845,-18030301.07195393
807.4951171875,5132632.458702174,-16187563.30747261
810.186767578125,4149928.083507504,-14608433.0998588
812.87841796875,3421378.416889732,-13295750.09140024
815.570068359375,2872390.547943733,-12168485.2232483
818.26171875,2503806.980594456,-11183419.55546582
820.953369140625,2209735.894786858,-10365622.83861053
823.64501953125,1946790.761435753,-9666687.39155909
826.336669921875,1739856.530635235,-9055157.123632904
829.0283203125,1549130.627147789,-8537073.433167519
831.719970703125,1391364.233968,-8066238.658238524
834.41162109375,1257762.023576373,-7624310.785440412
837.103271484375,1113715.83516319,-7235464.928593156
839.794921875,998898.4645489022,-6852038.181712545
842.486572265625,898676.2275940888,-6496281.750262113
845.17822265625,826543.2296898647,-6174001.338744829
847.869873046875,764373.4924808828,-5878487.459959375
850.5615234375,720371.3890460504,-5614369.437031337
853.253173828125,676606.08697395,-5369235.011671812
855.94482421875,635064.0313667053,-5141971.329811295
858.636474609375,591784.9409414217,-4936275.955609452
861.328125,564947.7337764844,-4735312.127073112
864.019775390625,536852.9543728747,-4556203.067715054
866.71142578125,505182.4818998595,-4396120.016778708
869.403076171875,477295.5320674232,-4240194.967410452
872.0947265625,447505.7916952344,-4088236.568067471
874.786376953125,421934.4447789948,-3954343.067814243
877.47802734375,388010.6534164399,-3817376.631955272
880.169677734375,361099.2669201409,-3681183.286603073
882.861328125,336785.1075981314,-3549847.853180203
885.552978515625,312399.4099470461,-3425721.226198525
888.24462890625,298920.8603731906,-3302797.94725048
890.936279296875,288814.3583471652,-3190800.440316779
893.6279296875,273026.430447231,-3080032.431402382
896.319580078125,270151.0521597342,-2976505.58986979
899.01123046875,254610.321151306,-2875911.545337173
901.702880859375,246635.795071819,-2780530.35544514
904.39453125,245755.5199914851,-2683093.012138964
907.086181640625,243839.758015334,-2600038.640134707
909.77783203125,235705.6736544855,-2524716.859762378
912.469482421875,232149.5221118879,-2436924.818892228
915.1611328125,229667.5906402867,-2365696.662983418
917.852783203125,218570.928061644,-2300005.073843319
920.54443359375,213114.8933568393,-2234637.632576261
923.236083984375,203694.8159995156,-2161823.848217009
925.927734375,192169.7810997209,-2095730.762614729
928.619384765625,180754.8664422314,-2028468.334442978
931.31103515625,169247.9018832171,-1954859.801408644
934.002685546875,169072.3762697156,-1894588.915287161
936.6943359375,166763.8228741137,-1822309.498199644
939.385986328125,165362.0285699154,-1766992.747614569
942.07763671875,160248.0682833372,-1706521.359532243
944.769287109375,158158.4210507372,-1646710.565306189
947.4609375,158104.0046993289,-1590590.909142833
950.152587890625,162193.2711266092,-1536812.373707375
952.84423828125,159342.0569729616,-1485552.869423602
955.535888671875,156261.3820886429,-1435244.342589476
958.2275390625,158883.0324131181,-1386522.143608757
960.919189453125,153651.0490805704,-1342037.921767001
963.61083984375,153056.7092057393,-1294506.3694122
966.302490234375,147034.5475023802,-1249475.833210011
968.994140625,141600.8554173256,-1205906.965165343
971.685791015625,135512.8616987363,-1155200.735758139
974.37744140625,132784.3261689583,-1108957.764464227
977.069091796875,129876.3852386008,-1063568.807623564
979.7607421875,128084.9526225366,-1016867.163605648
982.452392578125,126678.7464977474,-974724.1591404954
985.14404296875,125927.0519890544,-929431.6276690016
987.835693359375,123595.8042939579,-886686.6710456163
990.52734375,121417.7888452128,-844333.3392800863
993.218994140625,121037.8329047164,-801673.1824479924
995.91064453125,119931.6088940118,-760182.1263630162
998.602294921875,117786.2521341223,-721280.7292290622
1001.2939453125,118604.8202005042,-680344.5196597578
1003.985595703125,117995.9237421577,-639509.46729242
1006.67724609375,117133.8390294146,-599468.0296676143
1009.368896484375,115036.496091971,-560546.3683153271
1012.060546875,115956.3900150317,-521934.9619051687
1014.752197265625,115015.3015966333,-484587.856984865
1017.44384765625,113753.2434226686,-447007.415450074
1020.135498046875,112266.8927969941,-407911.2181086584
1022.8271484375,110571.8377459632,-369629.3045793047
1025.518798828125,111600.2973824261,-331500.0254690812
1028.21044921875,111744.2381944372,-293371.5820404917
1030.902099609375,110803.2189760487,-255217.4431330191
1033.59375,112762.5520666564,-217979.5020421789
1036.285400390625,112814.2220137368,-181073.1396741828
1038.97705078125,112129.3895689493,-144970.5283065174
1041.668701171875,111851.6736801322,-107899.3787639406
1044.3603515625,111509.219903481,-73202.10798662041
1047.052001953125,110177.8505447264,-36466.97158230268
1049.74365234375,107747.7913202638,2576.919068065576
1052.435302734375,109752.805519569,40165.67020963037
1055.126953125,109782.4564516858,78329.32032046978
1057.818603515625,111343.1186012707,115509.4192233879
1060.51025390625,111805.9912508451,151318.3896906579
1063.201904296875,113336.2140524763,187218.6759402034
1065.8935546875,113322.7489224567,223114.7539948252
1068.585205078125,113383.2589075888,258664.1721463439
1071.27685546875,114785.1602176036,295272.8853666764
1073.968505859375,115432.1777014186,332433.5466155187
1076.66015625,112974.1842373687,369854.5998294269
1079.351806640625,112473.3471539905,408413.1930394424
1082.04345703125,110017.3390710693,446283.9936045741
1084.735107421875,108914.2523575629,485427.7240254809
1087.4267578125,108389.6385993668,526351.9013607482
1090.118408203125,109684.3614253048,567257.0717758792
1092.81005859375,112237.7428991153,609205.5264278933
1095.501708984375,112304.1854274199,651553.1555399054
1098.193359375,117388.8617353674,692669.6308628819
1100.885009765625,120951.1603404681,733381.3174679525
1103.57666015625,128016.6139489778,771799.3258982023
1106.268310546875,130439.7162821805,815239.5728769841
1108.9599609375,131849.4759270746,854922.5890686761
1111.651611328125,139207.6586217018,892904.5870026196
1114.34326171875,139175.8295750975,930503.5401094605
1117.034912109375,139224.3855913658,971520.0198071316
1119.7265625,137251.3677625161,1011248.816396326
1122.418212890625,140480.8899262195,1052413.205659866
1125.10986328125,135126.1611253596,1098358.630375764
1127.801513671875,135019.4453562278,1144083.912725823
1130.4931640625,135738.9215381622,1194982.69957306
1133.184814453125,132889.141496424,1246701.749219353
1135.87646484375,135080.6519206443,1295305.331297285
1138.568115234375,141014.765043325,1352559.559355219
1141.259765625,148272.9509885526,1403726.341205544
1143.951416015625,155723.0964752664,1460584.956497555
1146.64306640625,164418.2653794347,1509820.539527726
1149.334716796875,172013.4204334672,1553505.507198808
1152.0263671875,180230.953108024,1608934.35858443
1154.718017578125,178764.8301427471,1663820.041827264
1157.40966796875,189372.5306359019,1712125.968820799
1160.101318359375,180502.3341041243,1768508.716539223
1162.79296875,194727.4980967988,1834246.554648593
1165.484619140625,190365.3063334808,1888108.183698798
1168.17626953125,195735.791565802,1947029.203991338
1170.867919921875,206180.8627456336,2018322.68479552
1173.5595703125,195419.2202530755,2082730.943938654
1176.251220703125,195804.9703369081,2155579.591891854
1178.94287109375,207193.2223735022,2223621.874343575
1181.634521484375,227184.2266719587,2298527.186597869
1184.326171875,236760.9124327023,2374790.09360162
1187.017822265625,249110.1360560311,2467094.659441421
1189.70947265625,256201.4279340677,2546124.032634615
1192.401123046875,281377.0138931132,2615761.251934718
1195.0927734375,291480.774651322,2691662.689963897
1197.784423828125,291630.7564346367,2780531.830559306
1200.47607421875,319121.8586423628,2868364.989491177
1203.167724609375,321453.7922313096,2962407.346383282
1205.859375,339485.4287194224,3053459.158023009
1208.551025390625,347235.96971762,3161179.230153171
1211.24267578125,357658.7201578234,3258893.251271322
1213.934326171875,357548.7747236542,3374785.959638282
1216.6259765625,377767.4816949786,3496378.42342232
1219.317626953125,387806.3272784387,3644480.629921082
1222.00927734375,412047.145880426,3783857.879850329
1224.700927734375,431972.00342031,3928787.649292022
1227.392578125,472701.6029044995,4085107.690491651
1230.084228515625,515131.6016539727,4245265.588693183
1232.77587890625,562369.4471942227,4409724.893732942
1235.467529296875,616083.1446782504,4575840.614138714
1238.1591796875,664416.024925448,4759288.815493509
1240.850830078125,708847.5856409473,4953790.347426046
1243.54248046875,762304.4250849675,5160160.965087717
1246.234130859375,819391.3484540748,5382383.875728134
1248.92578125,892478.5045392312,5604032.621429417
1251.617431640625,971516.0541957783,5863676.822039853
1254.30908203125,1048081.897994392,6122299.069151481
1257.000732421875,1134199.220934781,6421042.914781735
1259.6923828125,1227541.266510524,6743740.358155549
1262.384033203125,1329346.339667766,7122283.837420433
1265.07568359375,1490505.898880797,7528024.11224064
1267.767333984375,1669756.499067778,7978293.66605828
1270.458984375,1888532.09640859,8490585.251712747
1273.150634765625,2142737.390217638,9015665.785058476
1275.84228515625,2459216.143588525,9587227.137405625
1278.533935546875,2853331.275475242,10246485.20997323
1281.2255859375,3297088.84894837,10961922.50173993
1283.917236328125,3818372.293870954,11800310.04392641
1286.60888671875,4545380.892118011,12792617.54073539
1289.300537109375,5403830.965293095,13847070.05765909
1291.9921875,6659091.143435613,15149839.5265918
1294.683837890625,8305002.943057333,16580460.92793579
1297.37548828125,10579209.4956855,18165032.06326481
1300.067138671875,13694281.92051738,19708932.76661988
1302.7587890625,18364624.5437758,20838523.0260764
1305.450439453125,24753111.22916677,20784318.64557089
1308.14208984375,32431648.11008402,17705971.90083564
1310.833740234375,39625595.15150583,9980373.756537888
1313.525390625,41716280.37457312,-2000504.125488359
1316.217041015625,37255003.74834143,-12810434.94288634
1318.90869140625,29768034.20437785,-18669849.45837179
1321.600341796875,22483624.9090205,-20646459.42842193
1324.2919921875,16773494.76417082,-20121701.52264065
1326.983642578125,12863100.04867581,-18861853.6985758
1329.67529296875,10036459.49032222,-17356765.46844248
1332.366943359375,8037696.512168691,-15922439.27821813
1335.05859375,6525336.255980412,-14593942.71582287
1337.750244140625,5404057.300630926,-13429227.63376626
1340.44189453125,4475481.575728608,-12389488.89012082
1343.133544921875,3827067.011585853,-11452370.50465368
1345.8251953125,3315744.993507301,-10634156.83323018
1348.516845703125,2920018.937315009,-9964723.284863004
1351.20849609375,2579452.917518973,-9340701.990805937
1353.900146484375,2276455.582301757,-8822488.840105325
1356.591796875,2020102.99773319,-8315842.727242364
1359.283447265625,1811644.349237567,-7877484.677518159
1361.97509765625,1596249.855670994,-7462542.495852415
1364.666748046875,1428733.864112532,-7074764.039735476
1367.3583984375,1289426.797433443,-6719616.781862623
1370.050048828125,1169283.352392914,-6370532.317552472
1372.74169921875,1077595.89428646,-6071251.075531921
1375.433349609375,998216.1819019127,-5797767.318020978
1378.125,917723.4992905234,-5539159.967262807
1380.816650390625,860378.467318034,-5307510.954322319
1383.50830078125,803768.5705840916,-5085569.876161973
1386.199951171875,746383.7713788457,-4875870.900302426
1388.8916015625,701659.0991887682,-4694241.190596383
1391.583251953125,673986.9665088627,-4504913.274134314
1394.27490234375,628295.9725064024,-4340809.530619264
1396.966552734375,593848.0966233779,-4182333.113780443
1399.658203125,558074.1626309877,-4040117.200501996
1402.349853515625,519816.7032134125,-3895685.104840793
1405.04150390625,491342.3587834692,-3761808.072236107
1407.733154296875,465062.6844002394,-3625545.943155665
1410.4248046875,438979.5736763855,-3501108.390467094
1413.116455078125,419064.7107647157,-3364670.279854239
1415.80810546875,405462.6163524643,-3254515.215280935
1418.499755859375,394266.2975682321,-3149200.506995465
1421.19140625,381821.5682198697,-3050971.850202886
1423.883056640625,362965.1904874581,-2955440.732723026
1426.57470703125,349280.7943669103,-2859019.735008023
1429.266357421875,338722.5432308294,-2768492.193865389
1431.9580078125,320425.9230307625,-2678540.313359376
1434.649658203125,316302.6772747071,-2593225.297082236
1437.34130859375,307450.535398656,-2511758.081642004
1440.032958984375,300254.1986030666,-2428193.775241433
1442.724609375,294235.7950431014,-2366401.625462837
1445.416259765625,288374.8239526214,-2291199.48448313
1448.10791015625,271712.786777268,-2215833.136323481
1450.799560546875,262849.9154949721,-2149786.826969211
1453.4912109375,254046.4201876415,-2081300.790040486
1456.182861328125,246560.5084491372,-2016437.968716585
1458.87451171875,236933.7583395958,-1959392.491093635
1461.566162109375,233299.4236622633,-1888902.259060994
1464.2578125,233923.7973015969,-1831838.452353329
1466.949462890625,225595.7845925428,-1773128.84804591
1469.64111328125,213384.2177723027,-1711201.69708958
1472.332763671875,211756.4928039377,-1659524.860182767
1475.0244140625,213046.1401679285,-1600580.140587049
1477.716064453125,210457.3300051799,-1545426.10062443
1480.40771484375,205687.1578396838,-1496858.63866901
1483.099365234375,203056.4603550157,-1445138.985925776
1485.791015625,202470.7120918357,-1397292.915355335
1488.482666015625,195000.7047952799,-1350447.180798042
1491.17431640625,189930.7611547815,-1299072.331956195
1493.865966796875,185774.5016523198,-1253241.725546543
1496.5576171875,184741.8227684868,-1204554.213442827
1499.249267578125,179383.7617337948,-1158273.712941888
1501.94091796875,176775.8248433666,-1112425.280212913
1504.632568359375,172907.4096368676,-1067398.411367219
1507.32421875,174812.3024992813,-1025395.839166101
1510.015869140625,170200.0290346649,-981350.7304877782
1512.70751953125,168357.1050496793,-938366.0634350305
1515.399169921875,164171.3076220181,-895779.445243538
1518.0908203125,161832.434260138,-853524.1482147947
1520.782470703125,160048.1076021643,-810474.679877802
1523.47412109375,158688.8561893415,-768981.570597333
1526.165771484375,156866.5166964315,-726425.2746356134
1528.857421875,155855.7299213857,-687450.5781873838
1531.549072265625,153663.3003559863,-646740.4411688873
1534.24072265625,152981.1663658775,-607424.48297196
1536.932373046875,151219.4216156983,-568202.7282208096
1539.6240234375,151983.4282219585,-529240.2036902097
1542.315673828125,150706.6917767946,-488515.6989873208
1545.00732421875,150559.6619205005,-450307.6219524987
1547.698974609375,149994.402891267,-412229.4954858958
1550.390625,148661.295366848,-373441.2405014627
1553.082275390625,149022.4585448495,-335131.528213311
1555.77392578125,149096.2235805376,-298587.3573415857
1558.465576171875,149431.9019285201,-261219.3118724043
1561.1572265625,148632.9407333273,-224397.6672282301
1563.848876953125,149028.9791973539,-187887.510424558
1566.54052734375,148872.0622919806,-150952.8038525044
1569.232177734375,148636.3444042537,-114527.8576348107
1571.923828125,147851.1710580392,-78583.3839637676
1574.615478515625,146909.0538609448,-41310.10862520276
1577.30712890625,146159.4944900304,-4124.508668628714
1579.998779296875,146584.1817388072,32902.38836171828
1582.6904296875,146333.8362433235,70839.79975490227
1585.382080078125,146646.0297009392,107542.248459944
1588.07373046875,146843.8942927928,144518.9782167992
1590.765380859375,146904.6324556778,182605.5247961714
1593.45703125,147417.3453185195,219107.9749158387
1596.148681640625,147871.2411012716,256655.1213866026
1598.84033203125,148297.9409635055,294041.3020950481
1601.531982421875,148864.9986830001,332141.6659565042
1604.2236328125,149379.404106286,370485.415366594
1606.915283203125,150276.1540526604,408978.3688441755
1609.60693359375,151094.0121682399,447890.463441669
1612.298583984375,152716.5996855661,486391.8036553475
1614.990234375,153705.3039732622,525738.3058291191
1617.681884765625,156694.08890667,564236.0272087761
1620.37353515625,156993.0679632986,604503.0815462533
1623.065185546875,157465.9460938353,643150.5587989975
1625.7568359375,159734.2321927532,683691.9682139473
1628.448486328125,161724.2608714605,722976.711213497
1631.14013671875,164087.0686244832,766958.1224477574
1633.831787109375,165210.3079166737,809285.0823335171
1636.5234375,169616.0735809706,851521.8371683247
1639.215087890625,170224.1657262824,895957.8545828103
1641.90673828125,174952.5947379452,938516.4976951577
1644.598388671875,182732.2539674326,981090.0037673495
1647.2900390625,184592.7973478286,1022082.810541381
1649.981689453125,189181.3965502284,1064197.981114769
1652.67333984375,192789.3416351551,1107564.364809584
1655.364990234375,191704.9783035847,1151824.456197475
1658.056640625,195032.3871137085,1197047.443144382
1660.748291015625,200368.102685003,1244119.758878415
1663.43994140625,200597.7653799332,1292241.618213923
1666.131591796875,204972.0276314048,1337820.42671739
1668.8232421875,208441.1767180413,1390650.839573176
1671.514892578125,215100.8230591293,1441152.537109254
1674.20654296875,221542.56152324,1494304.61134008
1676.898193359375,227534.5906358517,1543683.613044536
1679.58984375,231513.666203746,1592598.949430217
1682.281494140625,233626.141117013,1653646.084832624
1684.97314453125,236944.992200644,1709748.250417625
1687.664794921875,245578.2424579936,1765117.126849444
1690.3564453125,255506.4446252247,1824420.451591026
1693.048095703125,262901.8602440267,1876366.090454477
1695.73974609375,262325.9713612939,1937256.687720018
1698.431396484375,270143.7145654182,2005912.286874206
